# file...... wh_1.csv
# date...... Sat Jul  3 15:07:05 2021
# user...... midrar
# host...... (null)
# target.... waterheater 21
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,height,tank_setpoint,waterheater_model,power.real,constant_power,constant_current,water_demand,temperature,is_waterheater_on
2020-01-02 18:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.814,+0
2020-01-02 18:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.2,+0
2020-01-02 18:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.649,+1
2020-01-02 18:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.461,+0
2020-01-02 18:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.84,+0
2020-01-02 18:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.226,+0
2020-01-02 18:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.553,+1
2020-01-02 18:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.478,+0
2020-01-02 18:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.856,+0
2020-01-02 18:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.242,+0
2020-01-02 19:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.488,+1
2020-01-02 19:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.504,+0
2020-01-02 19:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.883,+0
2020-01-02 19:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.268,+0
2020-01-02 19:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.381,+1
2020-01-02 19:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.531,+0
2020-01-02 19:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.909,+0
2020-01-02 19:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.294,+0
2020-01-02 19:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.275,+1
2020-01-02 19:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.557,+0
2020-01-02 19:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.935,+0
2020-01-02 19:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.32,+0
2020-01-02 20:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.169,+1
2020-01-02 20:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.584,+0
2020-01-02 20:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.962,+0
2020-01-02 20:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.346,+0
2020-01-02 20:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.073,+1
2020-01-02 20:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.601,+0
2020-01-02 20:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.978,+0
2020-01-02 20:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.362,+0
2020-01-02 20:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+119.007,+1
2020-01-02 20:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.627,+0
2020-01-02 20:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.004,+0
2020-01-02 20:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.388,+0
2020-01-02 21:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.901,+1
2020-01-02 21:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.654,+0
2020-01-02 21:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.031,+0
2020-01-02 21:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.414,+0
2020-01-02 21:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.794,+1
2020-01-02 21:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.681,+0
2020-01-02 21:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.057,+0
2020-01-02 21:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.44,+0
2020-01-02 21:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.687,+1
2020-01-02 21:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.707,+0
2020-01-02 21:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.084,+0
2020-01-02 21:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.466,+0
2020-01-02 22:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.591,+1
2020-01-02 22:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.724,+0
2020-01-02 22:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.1,+0
2020-01-02 22:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.483,+0
2020-01-02 22:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.525,+1
2020-01-02 22:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.75,+0
2020-01-02 22:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.126,+0
2020-01-02 22:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.509,+0
2020-01-02 22:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.418,+1
2020-01-02 22:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.777,+0
2020-01-02 22:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.153,+0
2020-01-02 22:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.535,+0
2020-01-02 23:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.312,+1
2020-01-02 23:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.804,+0
2020-01-02 23:10:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.179,+0
2020-01-02 23:15:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.561,+0
2020-01-02 23:20:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.205,+1
2020-01-02 23:25:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.831,+0
2020-01-02 23:30:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.206,+0
2020-01-02 23:35:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.587,+0
2020-01-02 23:40:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.108,+1
2020-01-02 23:45:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.857,+0
2020-01-02 23:50:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.232,+0
2020-01-02 23:55:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+118.613,+0
2020-01-03 00:00:00 UTC,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0.1,+118.001,+1
2020-01-03 00:05:00 UTC,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.1,+119.884,+0
